Formi,Api,Mononegavirales,17
Formi,Api,Picornavirales,16
Formi,Api,Bunyavirales,6
Formi,Api,Tymovirales,5
Formi,Vespi,Mononegavirales,17
Formi,Vespi,Picornavirales,14
Formi,Vespi,Bunyavirales,10
Formi,Vespi,Tymovirales,1
Formi,Halict,Mononegavirales,5
Formi,Halict,Picornavirales,1
Formi,Braco,Picornavirales,40
Formi,Braco,Mononegavirales,22
Formi,Braco,Bunyavirales,18
Formi,Braco,Ortervirales,1
Formi,Mega,Mononegavirales,26
Formi,Mega,Picornavirales,47
Formi,Mega,Bunyavirales,15
Formi,Mega,Tymovirales,7
Formi,Ptero,Mononegavirales,39
Formi,Ptero,Picornavirales,64
Formi,Ptero,Bunyavirales,16
Formi,Ptero,Tymovirales,3
Formi,Ptero,Ortervirales,1
Formi,Cephi,Mononegavirales,31
Formi,Cephi,Picornavirales,44
Formi,Cephi,Bunyavirales,13
Formi,Cephi,Tymovirales,3
Formi,Figi,Picornavirales,37
Formi,Figi,Bunyavirales,3
Formi,Figi,Mononegavirales,3
Formi,Others,Mononegavirales,15
Formi,Others,Picornavirales,11
Formi,Others,Bunyavirales,13
Formi,Others,Ortervirales,1
Api,Formi,Picornavirales,24
Api,Formi,Tymovirales,3
Api,Formi,Mononegavirales,3
Api,Formi,Ortervirales,1
Api,Vespi,Ortervirales,1
Api,Vespi,Picornavirales,59
Api,Vespi,Mononegavirales,4
Api,Vespi,Bunyavirales,2
Api,Halict,Picornavirales,1
Api,Braco,Picornavirales,111
Api,Braco,Articulavirales,4
Api,Braco,Mononegavirales,12
Api,Braco,Tymovirales,10
Api,Braco,Bunyavirales,6
Api,Mega,Picornavirales,112
Api,Mega,Mononegavirales,6
Api,Mega,Ortervirales,2
Api,Mega,Articulavirales,1
Api,Mega,Tymovirales,12
Api,Mega,Bunyavirales,5
Api,Ptero,Tymovirales,20
Api,Ptero,Ortervirales,1
Api,Ptero,Picornavirales,201
Api,Ptero,Articulavirales,4
Api,Ptero,Mononegavirales,24
Api,Ptero,Bunyavirales,4
Api,Cephi,Mononegavirales,15
Api,Cephi,Picornavirales,137
Api,Cephi,Articulavirales,4
Api,Cephi,Tymovirales,12
